LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNCIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
NYC,SUNRISE STREAM PETROLEUM CORP,270 WEST SUNRISE HIGHWAY,VALLEY STREAM,NY,11581,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"270 WEST SUNRISE HIGHWAY
VALLEY STREAM, NY 11581
(40.662273940000034, -73.71016850699993)"
NYC,51 ARLINGTON DELI GROCERY INC,51 ARLINGTON AVENUE,BROOKLYN,NY,11207,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"51 ARLINGTON AVENUE
BROOKLYN, NY 11207
(40.67965787500003, -73.89289505599999)"
NYC,KAMBRIA GROCERY DELI CORP.,11640 SPRINGFIELD BOULEVARD,CAMBRIA HEIGHTS,NY,11411,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"11640 SPRINGFIELD BOULEVARD
CAMBRIA HEIGHTS, NY 11411
(40.69691703400008, -73.74348629799994)"
NYC,260 HIGH HOPE DELI INC,260 EAST BURNSIDE AVENUE,BRONX,NY,10457,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"260 EAST BURNSIDE AVENUE
BRONX, NY 10457
(40.85144705600004, -73.90235802499996)"
NYC,THE STOP & SHOP SUPERMARKET COMPANY,1351  FOREST AVENUE,STATEN ISLAND,NY,10302,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1351 FOREST AVENUE
STATEN ISLAND, NY 10302
(40.62588176000003, -74.13459818199993)"
NYC,STEP IN DELI GROCERY LLC,130 WEST FRODHAM ROAD,BRONX,NY,10468,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"130 WEST FRODHAM ROAD
BRONX, NY 10468
(40.86579880600004, -73.90187901999997)"
NYC,NY SANDWICH INC.,521B MYRTLE AVENUE,BROOKLYN,NY,11205,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"521B MYRTLE AVENUE
BROOKLYN, NY 11205
(40.69370565100007, -73.96382139099995)"
NYC,BAYONNE DELI & GROCERY INC,140 MORNINGSTAR ROAD,STATEN ISLAND,NY,10303,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"140 MORNINGSTAR ROAD
STATEN ISLAND, NY 10303
(40.634611162000056, -74.14586366099996)"
NYC,M A N BRONXWOOD DELI CORP,871 EAST 220TH  STREET,BRONX,NY,10467,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"871 EAST 220TH STREET
BRONX, NY 10467
(40.88256680600006, -73.85695232699999)"
NYC,ERSAW CONVENIENCE CORP.,15 PAGE AVENUE,STATEN ISLAND,NY,10309,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"15 PAGE AVENUE
STATEN ISLAND, NY 10309
(40.52425843000003, -74.23468781999998)"
NYC,CHOITHRAMS INC,111A NASSUA STREET,NEW YORK,NY,10038,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"111A NASSUA STREET
NEW YORK, NY 10038
(40.71081758100007, -74.00711043099994)"
NYC,M & H DELI SMOKE SHOP INC,2958 FULTON AVENUE,BROOKLYN,NY,11207,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2958 FULTON AVENUE
BROOKLYN, NY 11207
(40.679545492000045, -73.88584220099995)"
NYC,HAVEMEYER DELI STOP ONE INC,45 HAVEMEYER STREET,BROOKLYN,NY,11211,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"45 HAVEMEYER STREET
BROOKLYN, NY 11211
(40.71533835900004, -73.95393871899995)"
NYC,VILLA FUNDACION DELI MARKET LLC,592 VAN NEST AVENUE,BRONX,NY,10460,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"592 VAN NEST AVENUE
BRONX, NY 10460
(40.84240601100004, -73.86807501599998)"
NYC,BILAL GOURMET DELI & TOBACCO CORP.,218 EAST 170TH  STREET,BRONX,NY,10456,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"218 EAST 170TH STREET
BRONX, NY 10456
(40.838324312000054, -73.91306112099994)"
NYC,8917 FOOD CORP,8917 5TH  AVENUE,BROOKLYN,NY,11209,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"8917 5TH AVENUE
BROOKLYN, NY 11209
(40.61936015400005, -74.02800722199999)"
NYC,NABEEL ALMASHMALLY,4823 CHURCH AVENUE,BROOKLYN,NY,11203,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"4823 CHURCH AVENUE
BROOKLYN, NY 11203
(40.65169788700007, -73.93155231299994)"
NYC,390 CAFE INC,390 5TH AVENUE,NEW YORK,NY,10018,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"390 5TH AVENUE
NEW YORK, NY 10018
(40.749667188000046, -73.98370689999996)"
NYC,BROADWAY QUICK STOP INC,3714 BROADWAY,ASTORIA,NY,11103,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"3714 BROADWAY
ASTORIA, NY 11103
(40.75945497600003, -73.92010210999996)"
NYC,1890 DELI GROCERY CORP,1890 ARCHER STREET,BRONX,NY,10462,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1890 ARCHER STREET
BRONX, NY 10462
(40.83786300000003, -73.86341244699997)"
NYC,751 4TH AVE. DELI & GRILL CORP,751 4TH  AVENUE,BROOKLYN,NY,11232,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"751 4TH AVENUE
BROOKLYN, NY 11232
(40.660308850000035, -73.99803901899998)"
NYC,DREAM BURNER TOBACCO SHOP INC,926 BROADWAY,BROOKLYN,NY,11206,NEW YORK CITY,NEW YORK CITY,OTHER,05/09/2016,"926 BROADWAY
BROOKLYN, NY 11206
(40.69720498500004, -73.93567480599995)"
NYC,H & K GROCERY STORE INC,8606 JAMAICA AVENUE,WOODHAVEN,NY,11421,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"8606 JAMAICA AVENUE
WOODHAVEN, NY 11421
(40.692562665000025, -73.85791855499997)"
NYC,PATCHEN DELI GROCERY CORP,156 PATCHEN AVENUE,BROOKLYN,NY,11221,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"156 PATCHEN AVENUE
BROOKLYN, NY 11221
(40.68611883400007, -73.92674192899995)"
NYC,DOLLAR EXPRESS STORES LLC,11212 JAMAICA  AVENUE,JAMAICA,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"11212 JAMAICA AVENUE
JAMAICA, NY 11418
(40.69761525300004, -73.83591560899998)"
NYC,660 ROGERS FOOD CORP,660 ROGERS AVENUE,BROOKLYN,NY,11226,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"660 ROGERS AVENUE
BROOKLYN, NY 11226
(40.655376311000055, -73.95300629199994)"
NYC,SHEN CHAI DELI & GROCERY CORP,13207A 14TH  AVENUE,COLLEGE POINT,NY,11356,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"13207A 14TH AVENUE
COLLEGE POINT, NY 11356
(40.78629515000006, -73.83577224499999)"
NYC,58TH NEWS CORP,1064 1ST AVENUE,NEW YORK,NY,10022,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1064 1ST AVENUE
NEW YORK, NY 10022
(40.75887868800004, -73.96243249099996)"
NYC,LAKEWOOD DELI GROCERY INC.,14316 LAKEWOOD  AVENUE,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"14316 LAKEWOOD AVENUE
JAMAICA, NY 11435
(40.689019442000074, -73.80402777199998)"
NYC,JUSTIN WANG DELI INC.,3924 FORT HAMILTON PARKWAY,BROOKLYN,NY,11218,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3924 FORT HAMILTON PARKWAY
BROOKLYN, NY 11218
(40.64276523600006, -73.99113672799996)"
NYC,MORRIS GOURMET DELI CORP,675 MORRIS AVENUE,BRONX,NY,10451,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"675 MORRIS AVENUE
BRONX, NY 10451
(40.82106508800007, -73.92115108999997)"
NYC,FRENCHI DELI GROCERY INC,248 EAST 198TH  STREET,BRONX,NY,10458,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"248 EAST 198TH STREET
BRONX, NY 10458
(40.869145686000024, -73.88934600599998)"
NYC,ANA DELI GROCERY CORP,1011A OGDEN AVENUE,BRONX,NY,10452,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1011A OGDEN AVENUE
BRONX, NY 10452
(40.83329733900007, -73.92920938999998)"
NYC,DOWNTOWN NEWSSTAND & LOTTO INC,5604 4TH  AVENUE,BROOKLYN,NY,11220,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"5604 4TH AVENUE
BROOKLYN, NY 11220
(40.64306941700005, -74.01623767999996)"
NYC,FL MINI MART CORP.,1127 FLUSHING AVENUE,BROOKLYN,NY,11237,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"1127 FLUSHING AVENUE
BROOKLYN, NY 11237
(40.70544647400004, -73.92696127599999)"
NYC,MASTER DELI AND GROCERY INC,843 SOUNDVIEW AVENUE,BRONX,NY,10473,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"843 SOUNDVIEW AVENUE
BRONX, NY 10473
(40.82233578700004, -73.86720663599993)"
NYC,HESS RETAIL OPERATIONS LLC,502 WEST 45TH STREET,NEW YORK,NY,10036,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"502 WEST 45TH STREET
NEW YORK, NY 10036
(40.761590058000024, -73.99423688699994)"
NYC,119 AR GORCERY CORP,119 ELLWOOD STREET,NEW YORK,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"119 ELLWOOD STREET
NEW YORK, NY 10040
(40.86139742700004, -73.92911070199995)"
NYC,SAIF GOURMET DELI CORP.,1749 CROSBY AVENUE,BRONX,NY,10461,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1749 CROSBY AVENUE
BRONX, NY 10461
(40.84635134300004, -73.83194696699996)"
NYC,CHARLIE CONVENIENCE GROCERY INC,1290 COLLEGE AVENUE,BRONX,NY,10456,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1290 COLLEGE AVENUE
BRONX, NY 10456
(40.83517387400008, -73.91192239399999)"
NYC,520 FIFTH AVENUE FOODS INC.,520 5TH  AVENUE,BROOKLYN,NY,11215,BROOKLYN,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"520 5TH AVENUE
BROOKLYN, NY 11215
(40.66664119500007, -73.98845483499997)"
NYC,LONG RIVER TRADING INC,5416 8TH AVENUE,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"5416 8TH AVENUE
BROOKLYN, NY 11220
(40.63855299700003, -74.00640172299995)"
NYC,NEW MIDTOWN DELI & GROCERY INC.,3502 BRADLEY AVENUE,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3502 BRADLEY AVENUE
LONG ISLAND CITY, NY 11101
(40.73601259600008, -73.93510835699993)"
NYC,ZACK'S FINEST DELI  GROCERY INC,69 HEBERTON AVENUE,STATEN ISLAND,NY,10302,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"69 HEBERTON AVENUE
STATEN ISLAND, NY 10302
(40.63804132800004, -74.13038537299997)"
NYC,SPEEDWAY LLC,210 GREENPOINT  AVENUE,BROOKLYN,NY,11222,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"210 GREENPOINT AVENUE
BROOKLYN, NY 11222
(40.73040288200008, -73.95178714399998)"
NYC,MVP DELI CORP,13609 FARMERS  BOULEVARD,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"13609 FARMERS BOULEVARD
JAMAICA, NY 11434
(40.67453335300007, -73.76368995999997)"
NYC,MSN CANDY GROCERY INC,1483 SAINT NICHOLAS  AVENUE,NEW YORK,NY,10033,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1483 SAINT NICHOLAS AVENUE
NEW YORK, NY 10033
(40.85130331100004, -73.93232077499994)"
NYC,519 GOURMET DELI & GRILL INC NO.5,519 UTICA AVENUE,BROOKLYN,NY,11203,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"519 UTICA AVENUE
BROOKLYN, NY 11203
(40.660854320000055, -73.93132503399994)"
NYC,RAKRISA DELI AND CONVENIENCE INC,5814 MYRTLE AVENUE,RIDGEWOOD,NY,11385,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"5814 MYRTLE AVENUE
RIDGEWOOD, NY 11385
(40.70046617300005, -73.90109208599995)"
NYC,EXPRESS CANDY CORP,123 PARK AVENUE,BROOKLYN,NY,11205,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"123 PARK AVENUE
BROOKLYN, NY 11205
(40.696307524000076, -73.97484955999994)"
NYC,WILLIS AVE DELI AND GROCERY CORP,362 WILLIS AVENUE,BRONX,NY,10454,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"362 WILLIS AVENUE
BRONX, NY 10454
(40.81187019300006, -73.92086553399997)"
NYC,960 SUPERMARKET AND DELI CORP,960 MYRTLE AVENUE,BROOKLYN,NY,11206,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"960 MYRTLE AVENUE
BROOKLYN, NY 11206
(40.69604294800007, -73.94309808999998)"
NYC,B & M FRUIT MARKET AND GROCERY CORP,393 B EAST 149TH  STREET,BRONX,NY,10455,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"393 B EAST 149TH STREET
BRONX, NY 10455
(40.816189405000046, -73.91798206699997)"
NYC,SEHARA DELI CORP,333 PULASKI STREET,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"333 PULASKI STREET
BROOKLYN, NY 11206
(40.693697894000024, -73.93771332399996)"
NYC,STAR TWO DELI CORP,994 WINTHROP STREET,BROOKLYN,NY,11212,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"994 WINTHROP STREET
BROOKLYN, NY 11212
(40.659726083000066, -73.92655450499996)"
NYC,QUEZADA GROUP FOOD CORP,512 VAN SICLEN AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"512 VAN SICLEN AVENUE
BROOKLYN, NY 11207
(40.666992020000066, -73.88889494499995)"
NYC,BRIDGE DELI & GROCERY STORE 2 INC,1861 PTIKIN AVENUE,BROOKLYN,NY,11212,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1861 PTIKIN AVENUE
BROOKLYN, NY 11212
(40.661597896000046, -73.91983651399994)"
NYC,R & S AUTO DIAGNOSTIC INC.,63-07 BROADWAY,WOODSIDE,NY,11377,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"63-07 BROADWAY
WOODSIDE, NY 11377
(40.74994655200004, -73.89896865199995)"
NYC,EVAN HOWARD FOOD MARKET CORP,155 HOWARD AVENUE,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"155 HOWARD AVENUE
BROOKLYN, NY 11233
(40.683188277000056, -73.92002634999994)"
NYC,4818 ASTORIA FOOD CORP,5814 BEACH CHANNEL DRIVE,ARVERNE,NY,11692,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"5814 BEACH CHANNEL DRIVE
ARVERNE, NY 11692
(40.59440429400007, -73.78831818299994)"
NYC,JASSAL'S BROTHER CORPORATION,9533 SUTPHINE  BOULEVARD,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"9533 SUTPHINE BOULEVARD
JAMAICA, NY 11435
(40.69759777000007, -73.80591243999999)"
NYC,AM DOLLAR INC,489 SENCECA AVENUE,RIDGEWOOD,NY,11385,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"489 SENCECA AVENUE
RIDGEWOOD, NY 11385
(40.704700538000054, -73.90545572499997)"
NYC,ALZAEEM GROCERY CORP,3318 31ST AVENUE,ASTOIRA,NY,11106,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3318 31ST AVENUE
ASTOIRA, NY 11106
(40.76326510600006, -73.92128279599996)"
NYC,D & Y KINGS HIGHWAY MINI MARKET INC,216 KINGS HIGHWAY,BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"216 KINGS HIGHWAY
BROOKLYN, NY 11223
(40.60543319100003, -73.98272390599993)"
NYC,1797 DELI GROCERY CORP.,1797 PROSPECT PLACE,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1797 PROSPECT PLACE
BROOKLYN, NY 11233
(40.67251781600004, -73.91656937699997)"
NYC,A&B MINI MARKET INC,3981 LACONIA AVENUE,BRONX,NY,10466,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3981 LACONIA AVENUE
BRONX, NY 10466
(40.88451255000007, -73.84914647699998)"
NYC,NGP MARKETS CORP,16006 NORTHERN BOULEVARD,FLUSHING,NY,11358,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"16006 NORTHERN BOULEVARD
FLUSHING, NY 11358
(40.762744112000064, -73.80510938699996)"
NYC,KASH COUSINS LLC,1304 AVENUE M AVENUE,BROOKLYN,NY,11230,BROOKLYN,NEW YORK CITY,OTHER,05/09/2016,"1304 AVENUE M AVENUE
BROOKLYN, NY 11230
(40.61778289500006, -73.96172934899994)"
NYC,219 ELDRIDGE STREET INC,219 ELDRIGE  STREET,NEW YORK,NY,10002,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"219 ELDRIGE STREET
NEW YORK, NY 10002
(40.721786691000034, -73.99014690499996)"
NYC,SPEEDWAY LLC,2211 BEDFORD AVENUE,BROOKLYN,NY,11226,BROOKLYN,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"2211 BEDFORD AVENUE
BROOKLYN, NY 11226
(40.64974212100003, -73.95575462099998)"
NYC,MIKE GOURMET DELI CORP,2106 1ST  AVENUE,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,DELICATESSEN,05/09/2016,"2106 1ST AVENUE
NEW YORK, NY 10029
(40.790977284000064, -73.93904923899998)"
NYC,ASTORIA FUEL & CONVENIENCE STORE INC,3002 ASTORIA BOULEVARD,ASTORIA,NY,11102,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"3002 ASTORIA BOULEVARD
ASTORIA, NY 11102
(40.77025364600007, -73.91886780999994)"
NYC,FRESH FOOD BAZAR INC,7614 WOODSIDE  AVENUE,ELMHURST,NY,11373,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"7614 WOODSIDE AVENUE
ELMHURST, NY 11373
(40.743473178000045, -73.88829585999997)"
NYC,653 QUICK MART CORP.,653 STANLEY AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"653 STANLEY AVENUE
BROOKLYN, NY 11207
(40.65902973300007, -73.88471010699999)"
NYC,SMOKE SCENE MIDTOWN INC.,845 7TH AVENUE,NEW YORK,NY,10019,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"845 7TH AVENUE
NEW YORK, NY 10019
(40.763780163000035, -73.98125496999995)"
NYC,147 SPICY DELI INC,2546 ADAM CLAYTON POWELL  BOULEVARD,MANHATTAN,NY,10039,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2546 ADAM CLAYTON POWELL BOULEVARD
MANHATTAN, NY 10039
(40.824526296000045, -73.93712825599994)"
NYC,NEW BROOKLYN DELI AND FOOD CORP,252 CENTRAL AVENUE,BROOKLYN,NY,11221,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"252 CENTRAL AVENUE
BROOKLYN, NY 11221
(40.697037013000056, -73.92339193999999)"
NYC,PAT'S STATIONERY INC,4920 30TH  AVENUE,WOODSIDE,NY,11377,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"4920 30TH AVENUE
WOODSIDE, NY 11377
(40.76039249100006, -73.90758246599995)"
NYC,THE STOP & SHOP SUPERMARKET COMPANY,1720 EASTCHESTER ROAD,BRONX,NY,10461,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1720 EASTCHESTER ROAD
BRONX, NY 10461
(40.84691429500003, -73.84463496699993)"
NYC,3 STAR FOOD MARKET CORP.,958 SAINT NICHOLAS AVENUE,NEW YORK,NY,10032,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"958 SAINT NICHOLAS AVENUE
NEW YORK, NY 10032
(40.83317909800007, -73.94058698499998)"
NYC,NAGUA DELI GROCERY CORP,1872 BERGEN  STREET,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1872 BERGEN STREET
BROOKLYN, NY 11233
(40.674403649000055, -73.91931187799997)"
NYC,EVERGREEN FARM MARKET INC,466 ONDERDONK AVENUE,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"466 ONDERDONK AVENUE
RIDGEWOOD, NY 11385
(40.70683579100006, -73.91209489299996)"
NYC,SABOR FOOD MARKET CORP,9334 43RD AVENUE,ELMHURST,NY,11373,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"9334 43RD AVENUE
ELMHURST, NY 11373
(40.74425408500008, -73.87131170299995)"
NYC,JIRETH GROCERY CORP,2097 AMSTERDAM AVENUE,NEW YORK,NY,10032,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2097 AMSTERDAM AVENUE
NEW YORK, NY 10032
(40.83714223800007, -73.93886514999997)"
NYC,NIDHI FOOD INC,4001 5TH AVENUE,BROOKLYN,NY,11232,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"4001 5TH AVENUE
BROOKLYN, NY 11232
(40.650598788000025, -74.00454968999998)"
NYC,276 BEDSTY DELI CORP,276 MALCOLM X BOULEVARD,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"276 MALCOLM X BOULEVARD
BROOKLYN, NY 11233
(40.68356474400008, -73.92923639799994)"
NYC,NATURAL FRESH MARKET CORP,53 2ND  AVENUE,NEW YORK,NY,10003,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"53 2ND AVENUE
NEW YORK, NY 10003
(40.72568946400003, -73.98982666799998)"
NYC,CIGAR LAND CORP,2069 FLATBUSH AVENUE,BROOKLYN,NY,11234,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2069 FLATBUSH AVENUE
BROOKLYN, NY 11234
(40.619493025000054, -73.93342066399998)"
NYC,J.A.M.W. DELI & GROCERY INC,1253 CASTLE HILL AVENUE,BRONX,NY,10462,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1253 CASTLE HILL AVENUE
BRONX, NY 10462
(40.83314234900007, -73.85135543399997)"
NYC,ULERIO DELI & GROCERY CORP,1001 MACE AVENUE,BRONX,NY,10469,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1001 MACE AVENUE
BRONX, NY 10469
(40.863077917000055, -73.85862020599996)"
NYC,MAMA JUANA MINIMARKET CORP,608 ROGERS AVENUE,BROOKLYN,NY,11225,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"608 ROGERS AVENUE
BROOKLYN, NY 11225
(40.65681691100008, -73.95316596999999)"
NYC,VIRGINIA DELI GROCERY INC,1268A VIRGINIA AVENUE,BRONX,NY,10472,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1268A VIRGINIA AVENUE
BRONX, NY 10472
(40.83222167300005, -73.86124776299994)"
NYC,CENTRAL DELI 1 INC,515 SECOND AVENUE,NEW YORK,NY,10016,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"515 SECOND AVENUE
NEW YORK, NY 10016
(40.74144981100005, -73.97836714099998)"
NYC,"117 LEXINGTON, INC",1878 LEXINGTON AVENUE,NEW YORK,NY,10035,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1878 LEXINGTON AVENUE
NEW YORK, NY 10035
(40.79912974400003, -73.94129734099994)"
NYC,A-RAB SPOT DELI & GROCERY LLC,942 EAST GUN HILL ROAD,BRONX,NY,10469,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"942 EAST GUN HILL ROAD
BRONX, NY 10469
(40.875190977000045, -73.85954867199996)"
NYC,UNITED DELI & GROCERY INC,3019 31ST  AVENUE,ASTORIA,NY,11106,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3019 31ST AVENUE
ASTORIA, NY 11106
(40.76464370700006, -73.92404422799996)"
NYC,SPEEDYWAY LLC,951 BAY STREET,STATEN ISLAND,NY,10305,STATEN ISLAND,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"951 BAY STREET
STATEN ISLAND, NY 10305
(40.61927157300005, -74.06993613199995)"
NYC,GOLD STAR DELI & GRILL INC,1565 BROADWAY,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1565 BROADWAY
BROOKLYN, NY 11207
(40.68589581200007, -73.91571620599996)"
NYC,ORGANIC GOURMET DELI CORP,376 UNION AVENUE,BROOKLYN,NY,11211,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"376 UNION AVENUE
BROOKLYN, NY 11211
(40.711596996000026, -73.95118572899997)"
NYC,JOKER SMOKE SHOP CORP,174 EAST 103RD STREET,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"174 EAST 103RD STREET
NEW YORK, NY 10029
(40.78994073900003, -73.94687606699995)"
NYC,LYVERE DELI & GROCERY INC,2430 EAST TREMONT AVENUE,BRONX,NY,10461,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2430 EAST TREMONT AVENUE
BRONX, NY 10461
(40.84259366200007, -73.85212701799998)"
